bathrooms,bedrooms,finishedsqft,price,totalrooms
3.5,4,4044,6000000,9
1,2,1161,840000,5
2,4,2400,1010000,10
2,2,1285,1150000,5
2,5,865,290000,5
1,2,1000,551000,5
1,2,1000,475000,4
2,2,1338,950000,4
2.5,2,1602,1515000,5
2.5,3,2500,1825000,4
1.5,2,866,550000,5
1,1,1000,850000,4
3,5,3325,1500000,8
1,2,1000,806000,5
1,4,1200,1200000,5
2,2,2842,1300000,8
2,1,1041,845000,3
4,5,5352,5320000,10
2,1,1062,650000,5
2,3,1325,750000,6
1,1,844,950000,4
3.5,5,4500,1000000,9
2.5,4,2770,2025000,8
5,7,4652,1720000,15
4.5,4,2266,2018000,7
4,7,3034,1160000,15
2,3,1875,1310000,6
3,3,1667,475000,4
4,4,3200,2359000,9
3,6,892,615000,5
1,3,1215,870000,6
1,1,700,375000,3
1,2,4320,570000,15
1,1,819,761000,3
2,3,1194,730000,8
1.5,2,875,650000,5
1,1,827,639000,4
1,2,1168,630000,5
2.5,2,1173,935000,5
1,2,1705,865000,6
4,4,1674,1728000,5
2,2,1101,889000,4
2,2,950,948000,4
1,0,526,435000,2
1,1,951,1100000,4
2,2,1488,1475000,4
1.5,3,1100,1150000,6
2,3,1518,1175000,5
2,2,1810,970000,4
3.5,4,2384,1750000,8
2,4,1292,808000,6
1,2,1079,810000,5
2,4,1621,1005000,9
1,3,950,585000,7
1,2,1275,620000,5
2,3,1125,625000,5
2,3,1489,730000,6
2,2,2061,746000,8
2,3,1367,1160000,5
3,4,2178,2500000,8
1,3,1856,2000000,7
2.5,3,1700,628000,6
1,2,1075,825000,5
1,3,1330,1045000,6
2,3,2277,1300000,6
3,5,2300,725000,11
1,2,1248,1585000,5
3,3,1720,3150000,7
1,0,592,329000,2
2,3,1250,818000,7
2,3,1432,879000,7
4,4,854,3364000,8
3,4,2726,1800000,9
1,1,688,335000,3
2,2,1087,950000,4
2.5,3,2374,1995000,6
1.5,1,1115,688000,4
1.5,1,1361,1200000,2
1,2,750,1171500,6
1,1,752,425000,3
2,3,1325,885000,6
2,3,1970,1433000,8
3.5,4,3189,1625000,8
2,2,1322,1037000,4
2,3,1449,790000,7
2,3,1566,840000,7
3.5,4,2827,1765000,7
1,2,1002,632000,4
6.5,5,5600,6500000,7
3,2,1639,915000,7
2,2,1049,920000,4
2,1,776,699000,3
2,3,1860,1201000,7
1,3,1450,668000,5
3,4,2053,1800000,8
3,3,1563,1110000,7
5,5,3026,1430000,9
1,2,1750,855000,7
2,3,1986,1630000,6
4,4,2602,2950000,8
2.5,3,2158,3600000,8
2,4,1626,585000,7
2,3,2518,1100000,9
2,2,1014,370000,4
2,1,1208,1435000,4
3,3,1461,629000,7
2,3,4336,1065000,17
2,2,1278,1200000,4
2.5,2,1745,1575000,5
1,1,1115,1155000,5
4.5,5,5417,3900000,17
2,1,1322,805000,5
2,3,2375,1160000,11
1,2,1215,582000,5
1,1,844,670000,3
2,3,1531,850000,6
2,2,1430,921000,4
2,3,1863,965000,5
1,1,760,355000,2
1,1,583,530000,4
1,1,837,481000,3
2,2,1136,1035000,5
1,1,680,900000,3
2,3,1125,1100000,7
2,2,1026,818000,5
3,4,2150,703000,8
1,2,960,910000,4
1,1,804,655000,4
1,2,1207,1050000,5
1,3,1690,1200000,6
2,2,1467,1700000,5
2,2,1575,198000,5
1,2,1000,568000,4
2.5,2,1820,1000000,5
2,2,1535,1025000,8
3,3,2000,1255000,9
1,2,707,375000,4
2,2,1120,495000,5
2,4,2300,1060000,5
2,2,1327,1050000,6
2,3,1460,1400000,5
3.5,4,2606,2425000,8
2,2,1695,950000,6
1,2,959,810000,3
2,2,1219,975000,6
2,2,895,1030000,4
1,1,787,575000,3
1,2,904,1195000,4
2,2,997,760000,4
8,8,6317,2700000,20
2.5,4,2784,2000000,9
3,3,1677,1466000,9
1,2,680,320000,4
2.5,3,2750,835000,8
5,8,3431,1030000,13
2,2,1038,1170000,5
2,2,1231,815000,4
2.5,3,2087,870000,7
2,3,1658,1250000,6
1,1,775,725000,3
1,1,1115,825000,4
2,2,1170,940000,5
2,2,1056,1139000,5
2,2,1358,1300000,4
3,3,999,490000,4
2,3,1440,1275000,7
1,3,1417,625000,7
1,2,1820,795000,6
1,2,1020,920000,6
1,3,1373,789000,6
1,2,1161,920000,6
2,2,1424,1160000,5
2,2,1497,990000,6
2.5,3,1674,1100000,6
2,3,1004,804500,5
2,3,1432,805000,5
4,3,2675,1100000,9
1,1,776,585000,4
1,1,818,613000,4
1,2,1025,730000,4
1,2,1430,1355000,5
2,6,4350,1400000,12
5,4,4085,1600000,13
2,2,936,690000,4
3.5,5,3890,2725000,11
2,3,1551,2300000,6
3,4,2350,655000,7
1.5,2,1026,665000,5
1,3,2250,885000,7
1,2,1200,905000,5
2,3,1094,1485000,6
3.5,4,2145,1880000,7
2,2,1242,700000,4
2.5,2,1739,1325000,6
2,2,882,650000,4
1,1,899,456000,2
1,1,566,519000,3
1,1,755,825000,3
2,2,1086,750000,4
1.5,2,1304,1250000,5
2,2,1416,1310000,4
1,1,592,300000,4
2,3,2062,640000,9
3,3,2177,1855000,11
6,4,3600,4450000,9
1,1,837,653000,4
2,3,1565,815000,6
1,3,1685,1160000,7
2,3,1036,718000,5
1,1,745,230000,4
2,3,1196,550000,5
2,3,1450,401000,6
3,5,1600,500000,8
2,4,1473,800000,7
1,1,590,586000,4
3.5,4,2558,1650000,8
2,2,1000,297000,5
2,4,2500,715000,8
1,1,756,550000,3
1.5,1,1012,675000,5
2,2,1352,825000,3
2,2,850,547000,5
2,2,1070,935000,5
2,2,1319,1448000,5
2,2,1252,1450000,4
2,2,1200,770000,6
2,2,1000,2150000,5
2,3,1860,1250000,8
2,3,1917,1589500,7
3,4,1858,1070000,8
4.5,5,4490,7700000,10
6,6,3250,1035000,14
4,4,4263,1083000,9
7,6,5420,8600000,11
1,1,676,298500,3
2.5,3,2434,2400000,8
1,2,1358,855000,9
1,2,832,800000,4
2.5,4,1150,1535000,6
1,4,2312,2450000,10
2,3,1800,1610000,5
2.5,4,2740,2515000,8
5,3,3820,4999000,10
1,3,1220,1100000,5
3,3,2370,1400000,9
1,1,927,750000,4
1,2,1100,1615000,9
2,3,1759,1451000,6
4,5,1963,1175000,13
2,4,2187,327000,10
2,4,3405,1550000,12
3,4,2960,3398000,9
2,3,1380,915000,7
2,3,1600,1200000,5
1.5,2,1509,1235000,12
2,3,2142,1600000,6
1.5,3,1470,580000,10
1,3,1435,800000,5
3,4,2040,1650000,7
2,3,1799,1155000,6
1,2,1170,4150000,8
1,1,525,655000,3
2,2,942,925000,4
2,4,2500,1080000,10
2.5,4,3050,1700000,8
3.5,4,3393,2550100,10
3,3,1717,2200000,6
1,2,875,730000,8
2,2,892,425000,4
1,1,586,510000,4
1,1,693,500000,3
2,2,1062,518000,8
1,1,804,599000,3
1,2,1030,613000,5
1,2,850,650000,4
2,3,999,680000,5
1,2,832,765000,4
1,2,1130,780000,6
1,2,1600,806000,5
2,1,1047,855000,3
2,2,1332,890000,6
2,2,1355,1260000,5
1,2,1850,905000,7
1,2,1615,952000,6
2,3,1426,1125000,6
4.5,5,3230,1430000,13
1.5,1,1650,1400000,2
2.5,3,1950,1850000,6
3,3,2310,2050000,8
3.5,3,2460,2200000,10
3,4,3600,2800000,10
2,2,890,3200000,16
1,2,963,334500,4
3,3,1474,654000,7
2,2,1401,261000,5
2,4,1725,339000,7
3,4,1626,710000,7
2,2,1407,1200000,5
1.5,2,716,710000,5
2,3,1886,1250000,6
2,2,1666,1250000,5
4,5,3004,2950000,9
2,1,1167,1200000,4
1,2,840,420000,4
2,2,1143,550000,5
1.5,1,1000,620000,3
1,1,780,888000,4
2.5,3,1525,720000,7
1,3,1766,770000,7
2,2,1230,999000,5
2.5,5,2668,1008000,8
2,3,1542,1060000,8
2,3,1875,2150000,8
2,3,2149,1375000,7
2,3,2078,1642500,6
3.5,3,2400,1655000,7
2.5,2,1560,1750000,5
2,2,980,318000,5
4,4,3923,5750000,8
2,1,707,709500,5
1,2,1150,565000,5
2,2,1035,1165000,5
1,0,442,315000,2
1,2,975,520000,4
1,4,1500,500000,6
1,3,993,590000,5
2,3,1900,880000,8
2,4,1521,600000,6
1.5,3,1100,691000,6
1,1,1035,750000,4
2,2,1301,840000,5
2,2,1286,850000,20
3,3,1553,999000,6
2,2,1465,1318000,4
2,2,1264,1375000,1264
2,3,1903,1875000,6
3,3,2300,2760000,8
2,2,1325,487500,5
1,2,1000,530000,5
1,1,795,541000,3
2,2,1650,682000,5
2,0,3000,950000,10
2,3,1510,1200000,8
1,2,1209,995000,5
2,3,1064,1050000,5
1,2,800,1050000,4
3,4,2400,1360000,8
2,5,2866,1850000,11
4.5,4,3590,3625000,11
1,1,852,142500,3
3,3,2050,465000,7
1,1,584,425000,2
2,4,1990,720000,7
1,2,1270,620000,5
2,3,2252,1406500,6
1.5,1,1080,875000,3
1,2,1137,729000,5
2,3,1500,930000,6
2,3,1666,800000,6
2,1,1075,820000,3
3,2,1424,837000,5
1,2,1357,840000,6
1,4,1118,855000,5
1,2,958,860000,5
1,1,946,900000,4
2,2,1019,980000,4
1,2,1100,1055000,4
2,2,975,1105000,5
1.3,2,1307,1150000,5
2,3,1635,1160000,6
2,3,2105,2000000,7
3,4,2000,710000,9
3,3,1800,720000,6
2,3,1900,1500000,6
2.5,4,2382,1570000,7
1,1,601,650000,4
1,1,690,291500,3
1,0,600,495000,3
1,2,1326,521000,7
1,2,1242,552000,5
1,2,1119,586000,4
1,2,1350,590000,5
2,2,1222,600000,5
3,2,1604,625000,6
1,2,1319,76000,6
2,2,830,735000,4
1,1,860,771000,3
1,3,1580,870000,7
2,2,1400,873529,7
2,3,1300,350000,5
1,4,1625,921000,7
2,3,2100,925000,7
2,2,1534,1005000,5
1,2,1054,1100000,5
2,2,1166,1210000,4
1.5,3,1510,1215000,6
3,5,2000,1276500,8
4,4,2255,3995000,5
3,4,2028,1350000,7
2,2,1534,1500000,5
2,2,2434,1692000,8
2,3,2213,2600000,6
3.5,5,4571,3350000,10
1,1,526,600000,2
1,1,600,675000,3
1.5,1,838,699000,3
2,3,1770,1600000,6
2.5,2,1604,950000,5
1,2,986,1375000,6
1,2,1000,965000,4
1,3,1346,1569000,5
4,3,2800,2200000,8
1,3,1092,572000,5
2,2,1017,385500,4
1,1,495,501000,2
1,3,1301,805000,6
2,2,1410,850000,4
2,3,2036,875000,12
1,1,1136,899000,4
2,2,1034,1025000,5
1,2,1473,1045000,5
1,2,1650,1347500,5
2,2,1600,1550000,7
4,4,3350,1700000,10
1,1,744,625000,3
1,1,660,675000,3
3,4,1936,680000,8
1,2,1450,790000,5
2,2,1387,950000,4
2,2,1177,957500,6
2,2,1186,1050000,7
2,1,1583,1295000,2
4.5,5,4800,6500000,9
5.5,6,5627,4500000,12
5.5,4,4340,4695000,9
1,2,924,640000,4
1,3,1614,975000,5
2,3,1474,1300000,6
2.5,3,2228,1600000,8
4,3,2983,4000000,7
2,1,1054,1000000,4
1,1,745,215000,4
2,2,969,270000,4
2,4,1378,600000,7
1,2,921,645000,5
1,2,1325,650000,6
3,4,2309,1708000,8
1,2,1125,825000,5
2,3,1500,938000,7
1,2,1406,952000,5
1,2,1290,1008000,5
2,3,1749,1020000,7
2,2,1160,1050000,4
2,1,830,1050000,3
2.5,3,1714,940000,7
2,3,1582,2135000,7
2,3,1800,760000,7
1,1,690,580000,4
2,2,902,605000,5
2,3,1820,660000,7
1,2,1053,720000,5
2,1,1081,835000,3
1,1,1037,838000,5
2,2,981,838000,5
1.5,2,1050,872000,5
1,3,1324,891500,6
2,2,1662,1250000,5
2,2,1295,975000,5
1.5,1,1551,1125000,2
1,1,1238,1000000,4
2,3,1650,1150000,9
2,2,1146,1198000,4
2,0,1681,1275000,6
2,2,1682,1300000,7
3.5,5,2454,1330000,7
2,2,1374,1500000,5
3,4,2527,1511000,8
2.5,4,2538,2215000,8
4,4,3600,3650000,7
4,3,4065,3890500,10
1,1,486,457500,2
1,2,1171,492000,4
1,1,749,575000,3
1.5,2,769,580000,5
1,2,875,581000,4
2,3,1254,685000,5
1,1,1109,691000,4
1,2,730,721000,4
1,2,1432,830000,5
2,3,1054,1315000,6
3,2,1900,1030000,4
2,3,1750,1200000,7
2,3,2095,1315000,7
4,5,4105,5100000,13
3,3,1385,1657000,7
3,3,1847,515000,7
1,2,800,635500,12
1,2,772,690000,4
1,2,1200,1050000,5
1,2,805,750000,4
2,2,1574,1000000,6
1,3,2100,1285000,6
4.5,4,2470,3050000,10
5,5,3676,3700000,7
3,4,2020,104000,8
1,2,864,418000,5
1,2,950,525000,5
1,3,1317,557000,6
1,3,1570,780000,5
4,4,2924,2600000,8
2,3,1210,162500,5
1,1,686,320500,3
1,1,877,349000,4
1,2,837,560000,4
1,2,1214,575000,5
2,5,1860,585000,8
2,3,1491,705000,6
2,2,905,745000,4
2,1,1270,750000,5
1.5,2,1174,770000,5
2,2,1054,849000,5
1,2,992,910000,4
2,2,1518,940000,6
1,0,292,320000,2
1,2,1125,625000,4
1.5,3,1275,635000,6
2.5,2,1772,710000,5
2,2,1375,790000,7
3,2,1424,888000,5
2,3,1466,1780000,7
1.5,3,1444,1075000,7
3.5,5,2045,3018000,9
2.5,3,1893,1325000,5
3,3,1800,1495000,6
2,3,1972,1549000,8
2,3,1613,1680000,5
1,1,800,660000,6
2,2,1350,977000,5
2,4,2300,1100000,10
2.5,3,1800,1250000,8
2,3,1866,1355000,7
3,5,3106,1705000,16
3,3,2293,2000000,9
2,2,960,220000,6
2,3,1109,500000,5
1,2,1293,759000,6
2,2,1557,920000,4
1,1,886,373000,4
1,3,1000,483000,4
1,3,975,460000,8
2,2,1178,300000,4
1,1,789,575000,4
2,2,1580,1750000,8
1,2,1525,1150000,6
2,3,1103,825000,6
1.5,2,1307,875000,6
1,1,1041,895000,4
2,2,1675,900000,7
1,3,1347,901000,6
3,4,3040,940000,7
3,3,1553,1051000,7
1,2,1011,1130000,5
2,3,1400,1160000,5
5,4,4085,1600000,13
2,2,1145,1349000,5
3.5,4,2250,1650000,7
2,3,2058,1599000,6
2,3,1674,1600000,6
8,16,5280,1760000,24
2.5,2,1889,2200000,5
1,4,2864,3175000,9
3,6,2491,1190000,6
3,5,2180,860000,6
2,4,1790,973000,8
2,2,1856,1300000,5
3,6,3168,2583500,10
1,1,919,667000,4
1,2,730,676000,4
2,2,1558,1085000,6
4,3,2667,1600000,9
2,3,2035,2600000,8
3,4,1726,400000,7
1.5,3,1324,828000,6
4.5,4,1950,1600000,8
2,3,2205,1112500,6
2,4,1594,1250000,8
2,3,1782,1375000,5
2,3,1550,1420000,6
2,2,1300,1495000,5
2,2,1804,1749000,6
2,3,1388,1068000,6
2,2,1069,495000,4
3,3,1938,610000,9
2,2,1093,675000,4
2,3,2610,925000,7
1,2,1675,575500,5
1,2,963,580000,4
2,3,1400,640000,5
1.5,1,869,649000,4
2,2,1100,812000,4
2,2,1523,755000,6
2,3,1821,245000,7
2,2,1063,366500,5
1,1,1200,505000,4
3,6,1800,590000,9
2,3,1904,607000,7
2,3,1832,640000,6
1,3,1400,668000,6
2,2,1024,725000,5
1,1,856,740000,4
1,2,1493,819500,6
1,1,1046,850000,3
2,4,920,850000,8
2,3,1512,1340000,6
1,3,1350,1475000,5
1,1,1050,213000,4
2,2,1138,319500,4
1,1,672,485000,3
2,3,1852,552000,8
1,2,1024,800000,4
1,2,950,801000,4
2,1,1430,998000,5
2,2,1300,1495000,5
1.5,2,1351,1625000,6
2,3,2442,1750000,6
1,3,1025,460000,5
2,2,1077,770000,6
2,3,1447,850000,5
2,2,1091,780000,5
4.5,4,4560,2470000,16
3,4,2045,920000,7
1.5,2,1110,1050000,6
2,3,1900,180000,5
1,2,1325,760000,5
1,1,662,508000,5
1,3,1267,885000,6
1,2,1375,835000,5
2,3,1879,410000,6
4,6,2300,470500,5
2.5,3,1652,1150000,7
2,2,1458,1200500,5
1,1,825,643000,3
2,2,1337,359000,5
2.5,3,1706,1040000,6
1,1,495,410000,2
1.5,2,2000,1170000,7
4,5,3240,2564000,11
3,4,2500,2165000,5
2,2,1296,984000,4
1,3,1956,475000,6
3,3,1725,514000,5
1,2,800,635500,12
2,3,2107,316000,5
1,1,511,460000,2
1,2,924,500000,4
2,4,1833,1013000,7
2,2,1662,630000,7
1,3,1235,729000,5
1,2,824,710000,4
3,4,2860,550000,10
7.5,6,5184,5400000,13
3,1,1585,775000,6
2.5,3,2180,1362000,8
1,2,1037,500000,5
2,2,783,720000,4
1,2,1205,650000,5
2,3,2232,1340000,6
2,2,917,530000,4
1,3,1109,699000,5
1,1,807,610000,3
1,3,1725,815000,6
2,2,950,725000,6
1,4,1609,850000,7
5,4,3722,2890000,8
1,2,1000,525000,5
2,3,1257,891000,4
1,1,1840,1300000,6
1,2,1300,770000,9
2,3,1902,1261500,10
2.5,4,2368,745000,8
1,1,900,359500,3
2,2,1165,1325000,4
1,2,700,849000,12
1,2,800,530000,5
2,3,1475,1100000,7
2,3,1350,790000,4
1,3,1667,670000,6
2.5,2,1427,2730000,5
2,2,1025,1030000,4
1,1,568,253000,3
3.5,4,2373,1110000,8
1,3,1214,550000,5
2,4,2784,1125000,11
2,3,1450,401000,6
2,3,1200,568000,5
3,3,1709,675000,6
1,2,811,341000,4
2,2,1146,877500,4
1,3,1895,625000,8
1,2,1025,540000,4
1,2,1060,433000,6
1,2,1175,670000,6
1,2,853,280000,4
3,4,1650,352000,6
2,3,990,385000,5
1,1,743,430000,3
2,4,1100,750000,4
2,4,1125,608000,7
2,3,1725,616000,4
1,2,1225,700000,5
2,3,1465,800000,7
3,3,2420,810000,7
1,1,900,822500,3
2,3,1776,830000,6
2,2,1105,849000,6
2,3,1127,850000,6
2,2,1550,905500,6
2,4,1890,938000,7
1,2,1472,1000000,5
3,4,2578,1050000,8
2,4,1943,1250000,7
2.5,2,2052,2849000,4
4,5,3026,2800000,8
2,4,1619,860000,7
1,2,940,732500,4
1,1,588,725000,3
2,2,906,343000,5
1,2,1125,590000,5
3,4,1515,602000,7
1,3,1175,635000,5
2,2,1525,850000,6
3.5,4,1901,1200000,8
3,5,3000,1850000,9
3.5,4,3900,2725000,13
3,3,1800,3000000,6
1,1,569,469000,2
2,4,1521,600000,6
1,1,713,525000,3
1,2,807,642000,4
1,2,900,675000,4
3,5,2600,760000,9
1,2,1222,816000,6
2,2,1252,1350000,4
2,1,1418,971100,4
6,6,4032,850000,16
1,2,1490,858000,5
2,2,1386,965000,5
3,3,2436,2060000,7
1,1,679,560000,4
2,2,902,581000,7
2,2,724,729000,4
2,2,1020,846500,4
2,2,1285,1350000,5
2,3,1270,620000,5
2,3,1195,750000,6
2.5,2,1847,949000,5
2,3,1470,950000,6
3,3,1285,615000,6
2,3,2144,2600000,8
1,1,788,965000,4
1,2,1610,975000,6
1,2,945,760000,5
2,3,1372,831000,5
5,8,4042,1568000,15
1,1,1020,765000,4
1,2,2049,480000,6
2,4,1954,945000,7
2,2,1363,950000,6
3,5,1719,550000,9
1,1,676,217000,3
1.5,4,2160,380000,7
2,4,1165,610000,5
2,4,1940,485000,10
2,4,1650,1150000,7
2.5,2,1412,758000,6
1.5,3,1190,815000,5
1,0,427,250000,1
1,1,739,340000,3
5,7,3000,873000,7
2,3,1140,571000,5
2,3,1300,620000,7
1,1,756,628500,3
1,3,1725,751000,10
1,2,866,760000,5
5,6,2656,790000,12
2,3,1524,837500,6
3,4,3390,1046000,12
4,6,3760,1100000,12
2.5,3,1750,1175000,6
3,6,3350,1200000,16
3,2,1527,1930000,5
1,2,800,420000,4
1,2,862,502000,4
2,3,1351,642500,6
4,5,1964,650000,10
2,2,1094,673000,4
1,1,832,750000,3
1,2,728,900000,4
3,4,2654,1030000,8
3.5,3,1423,1110000,6
3,3,2027,3500000,6
2,2,966,233000,4
1,1,607,290000,3
2,3,1100,638000,5
1,2,1150,570000,5
1,2,1482,670000,5
1.5,3,1409,784000,8
4,5,2686,1350000,10
2,1,1172,830000,4
3,5,3000,1220000,10
2,4,2640,2700000,8
3,4,1954,1275000,7
3,3,1423,850000,7
1,2,1334,899000,7
2,1,1410,940000,3
2,2,1412,1810000,5
3,3,1380,1460000,6
2,2,1566,750000,6
1,2,1173,1225000,5
3,4,2583,1850000,11
1,2,1350,649000,6
3,3,2200,2500000,8
2.5,4,2074,635000,8
5,5,3088,582000,11
1,3,1370,605000,7
1,2,800,621000,4
3,3,1670,1100000,6
3,2,2057,638000,7
2,3,1399,889000,5
2,3,1355,949000,6
2,4,1535,273000,9
3,5,1304,570000,8
1,3,1725,632000,6
3.5,4,2303,1198000,8
3.5,4,2470,1705000,8
2,2,987,700000,4
4,4,2115,685000,7
2,3,2343,1000000,6
2,3,1323,605000,6
2,3,1739,240000,6
1,1,640,1030000,4
3,3,1223,820000,5
1,2,690,370000,4
1,1,774,320000,3
1,1,733,427000,3
1,1,866,676000,5
1,1,605,525000,3
1,1,837,1139000,3
2,2,1670,2150000,5
2,2,1063,1050000,5
1,1,750,520000,3
2,3,1292,883000,6
3,3,1772,1275000,6
1,2,1641,600000,5
3,3,1650,1305000,6
2,4,2000,3025000,10
1,2,1350,545000,6
2,3,1730,1011000,8
3,4,2020,1280000,11
4.5,6,5760,7050000,11
2,3,2268,857500,8
2,3,1617,800000,7
2,2,1700,1395000,7
1,2,680,320000,4
3,3,2352,1190000,6
2,4,3000,1450000,8
2,2,1175,450000,4
2.5,3,1650,1295000,6
3,3,2200,1885000,9
1,1,699,475000,3
2,3,1460,430000,5
2,3,1600,615000,6
3,3,1647,643000,6
3,3,3025,925000,7
1,1,855,425000,3
1,1,694,535500,4
3.5,3,3047,2700000,7
1,1,1050,659000,4
2,3,1300,1315000,6
1.5,3,1078,200000,5
2,4,1726,665500,7
1.5,3,1850,2300000,6
4,2,1955,1754000,8
3,2,2992,2300000,8
2,7,2950,392500,11
2,3,1900,180000,5
2,3,2034,950000,5
2,7,3974,2400000,12
2,3,1650,720000,7
1.5,3,2260,1435000,6
1,1,2180,520000,6
3,4,3178,2450000,10
1,2,1289,930000,5
1,2,1075,300000,5
1,2,1384,549000,5
3,4,2155,675000,8
1.5,3,2141,1927000,6
3,4,2225,985000,8
3,3,1507,1300000,8
3,3,2172,2700000,7
1.5,3,1360,800000,6
1.5,3,1315,925000,6
3,3,1940,1221500,6
2.5,3,2349,1475000,8
1,2,825,498000,4
2,3,1588,268000,6
2,4,1132,678000,7
1,1,496,485000,2
3.5,5,3077,2700000,9
1,2,1125,760000,5
3,3,1610,791000,7
3,3,2220,1179000,9
2,3,1188,523000,6
1,1,1062,794000,3
5.5,5,6968,6500000,12
4,3,1848,729000,10
3.5,4,3401,1650000,10
2,2,1019,565000,4
2,2,1346,845000,5
4,4,3363,3800000,12
2,4,995,425000,5
1,2,1645,2229000,5
1,1,1239,750000,4
5,4,4021,3750000,9
3,3,2248,215000,9
2,2,962,350000,5
2,2,1348,645000,5
1,1,1755,875000,6
2,4,2297,840000,8
1,2,1000,533000,4
1,1,518,525000,3
1,1,745,825000,3
1.5,3,1560,1300000,6
1,2,1993,1465000,10
3,3,2075,2825000,6
2,2,1350,1335000,5
3,2,2589,2500000,6
2,2,1560,1215000,6
4,6,2726,1581000,14
1,2,864,420000,4
1,2,725,799000,4
1,2,747,899000,4
2,3,1500,1010000,6
1,2,929,749000,4
1,0,447,320000,2
1,2,701,841000,4
5,5,2814,1525000,14
1,4,2532,2988000,8
2,4,2000,670000,8
2.5,5,2814,1735000,9
4,3,1000,498000,6
1,2,1424,700000,7
1.5,3,1097,710000,5
1,2,1150,832000,5
3.5,4,3421,3425000,8
1,2,1276,1060000,5
2,3,1746,450000,6
2,3,1288,768000,6
2,3,1578,800000,6
1,3,994,599000,5
2,3,1625,600000,7
1,2,800,635500,12
1,1,1085,1140000,4
1,2,809,501000,4
1,1,807,517000,3
1,1,557,399000,2
4,4,2880,220000,9
2,3,1200,750000,8
2,4,2768,1930000,10
1,3,1250,675000,9
3.5,4,2606,2425000,8
1,1,825,535000,3
2.5,3,1763,1576000,13
4.5,5,4659,6250000,16
1,2,1204,637000,5
1,1,744,374000,3
4.5,4,3700,5250000,3
1,2,874,640000,4
2,3,1262,1650000,7
1,1,853,625000,4
2,2,1622,1915000,5
2,2,1654,550000,4
2,2,981,755000,5
2,2,1056,600000,5
3,3,2500,1530000,10
1.5,2,1150,2200000,6
2,2,1587,1475000,5
3.5,3,3090,2050000,9
2,3,2055,340500,8
2,3,1625,740000,6
1,2,1112,701000,5
2,4,1516,837500,7
2.5,2,1455,1925000,5
1,3,956,500000,5
2,2,1572,1300000,5
1,0,390,370000,2
2.5,2,1319,1189000,6
3,0,2875,825000,10
2,2,972,325500,4
5,4,3200,4990000,9
1,2,1350,776000,7
1,2,1216,825000,5
2,4,2432,1050000,11
1,2,961,650000,5
2,4,1530,865500,8
2,2,995,800000,4
1,1,699,187500,3
1,1,1173,629000,2
2,3,1588,1055000,6
1,3,2542,610000,8
4,3,3093,2195000,8
2,3,1519,1435000,6
1,2,950,729000,4
1,2,930,609000,4
3.5,3,1907,1007500,6
1,2,1250,1025000,5
2,3,1684,1275000,6
4,4,9699,4980000,13
2,2,1539,471000,7
2,3,1620,980000,7
3,3,2229,1110000,6
4,4,1052,440000,7
2,4,1500,540000,7
2,2,1150,850000,5
1,2,1384,975000,5
3.5,5,4142,5000000,9
1,2,1110,910000,5
1,3,1607,910000,6
5,5,3350,1975000,9
1.5,2,1225,790500,5
1,2,887,420000,4
1.5,3,920,425000,5
4,4,2981,550500,7
2,4,2236,2100000,8
1,1,647,485000,3
1.5,3,962,1010000,5
3,4,2185,1745000,9
2,3,1200,410000,5
1,1,585,530000,3
1.5,3,1200,1305000,5
1,1,805,216000,3
1,2,1144,570000,5
5,5,3960,7500000,12
1,1,815,629000,3
1,1,650,487500,3
2,3,2032,1870000,7
1,1,827,579000,5
1,2,1365,1150000,5
2.5,3,2039,2050000,8
1,1,1075,565000,5
1,1,740,680000,4
3.5,4,3725,2671000,8
1,4,1940,900000,7
2,2,1385,1000000,5
1,2,950,280000,5
1,3,1425,1100000,6
3,3,2540,1290000,12
1.5,3,1125,600000,4
1,2,1144,527000,4
1,3,1144,656000,6
3,3,1847,1199000,8
1,1,676,390000,3
2,2,1034,829000,4
2,2,1470,901000,5
3,3,2450,2150000,10
3,4,1640,789000,6
2,3,1789,234000,6
2,2,784,735000,6
1,2,1064,760000,5
1,2,854,1350000,5
1,2,1178,262500,5
6,8,5020,2000000,15
3,9,5574,1325000,21
1,1,566,519000,3
1,3,1282,825000,8
3,2,1380,960000,7
2,4,2060,1150000,9
2,4,1748,725000,7
1,1,816,704000,4
1,2,1376,835000,6
1,1,688,675000,4
2,2,1432,949000,4
4,4,2798,2525000,8
1,2,975,520000,4
4,5,2237,850000,5
2,2,1022,585000,5
1,1,640,537000,2
2,4,2894,1100000,9
1,5,1933,1038000,9
4,4,5860,4998500,11
1,2,1640,930000,10
2,3,742,705000,4
3.1,3,3077,3500000,9
2,3,1699,1195000,5
1,2,1280,515000,5
3,3,1820,565000,10
2,3,1570,688000,7
4,4,2164,1505000,8
7,5,4456,7000000,13
2,4,2250,1649000,8
4.5,5,4000,2655000,11
1,2,1012,640000,4
1,3,1700,818000,6
1,2,880,665000,4
2,4,1600,800000,6
1.5,3,1590,966000,6
1.5,2,1055,950000,5
4,3,1000,498000,6
1.5,2,1584,1079000,6
1,2,1100,922000,5
5,3,3406,1825000,8
1,1,759,535000,3
1,2,851,720000,4
2,2,1660,1350000,5
1,1,1056,677000,2
1,1,542,485000,4
1,1,700,1250000,5
2,2,1311,965000,5
1,2,1018,470147,4
2,3,850,538000,5
1,2,1800,1306000,8
1,2,1252,1150000,5
1,1,771,550000,3
